timestamp_ms,label,source_subtask_index,window_start_ms,window_end_ms,window_duration_ms,window_events,total_events,instant_throughput_events_per_second,average_throughput_events_per_second,watermark_strategy,parallelism
1782469034700,watermark-ADAPTIVE,0,1782469029696,1782469034700,5004,5550,166512,1109.113,1084.472,ADAPTIVE,4
1782469035124,watermark-ADAPTIVE,2,1782469030115,1782469035124,5009,3516,163084,701.937,1059.228,ADAPTIVE,4
1782469036603,watermark-ADAPTIVE,1,1782469031500,1782469036603,5103,5765,165643,1129.728,1065.777,ADAPTIVE,4
1782469040250,watermark-ADAPTIVE,2,1782469035124,1782469040250,5126,4225,167309,824.229,1051.656,ADAPTIVE,4
1782469040357,watermark-ADAPTIVE,3,1782469034517,1782469040357,5840,4432,172748,758.904,1085.428,ADAPTIVE,4
1782469040413,watermark-ADAPTIVE,0,1782469034700,1782469040413,5713,3448,169960,603.536,1067.219,ADAPTIVE,4
1782469041642,watermark-ADAPTIVE,1,1782469036603,1782469041642,5039,4537,170180,900.377,1060.582,ADAPTIVE,4
1782469045280,watermark-ADAPTIVE,2,1782469040250,1782469045280,5030,5149,172458,1023.658,1050.798,ADAPTIVE,4
1782469045415,watermark-ADAPTIVE,0,1782469040413,1782469045415,5002,5868,175828,1173.131,1070.444,ADAPTIVE,4
1782469045480,watermark-ADAPTIVE,3,1782469040357,1782469045480,5123,4777,177525,932.461,1080.657,ADAPTIVE,4
1782469046668,watermark-ADAPTIVE,1,1782469041642,1782469046668,5026,5270,175450,1048.548,1060.217,ADAPTIVE,4
1782469050281,watermark-ADAPTIVE,2,1782469045280,1782469050281,5001,5329,177787,1065.587,1051.235,ADAPTIVE,4
1782469050417,watermark-ADAPTIVE,0,1782469045415,1782469050417,5002,6119,181947,1223.311,1074.962,ADAPTIVE,4
1782469050482,watermark-ADAPTIVE,3,1782469045480,1782469050482,5002,5596,183121,1118.752,1081.783,ADAPTIVE,4
1782469051682,watermark-ADAPTIVE,1,1782469046668,1782469051682,5014,5504,180954,1097.726,1061.320,ADAPTIVE,4
1782469055339,watermark-ADAPTIVE,2,1782469050281,1782469055339,5058,4473,182260,884.342,1046.389,ADAPTIVE,4
1782469055431,watermark-ADAPTIVE,0,1782469050417,1782469055431,5014,5328,187275,1062.625,1074.607,ADAPTIVE,4
1782469055567,watermark-ADAPTIVE,3,1782469050482,1782469055567,5085,5693,188814,1119.567,1082.885,ADAPTIVE,4
1782469056762,watermark-ADAPTIVE,1,1782469051682,1782469056762,5080,4473,185427,880.512,1056.089,ADAPTIVE,4
1782469060363,watermark-ADAPTIVE,2,1782469055339,1782469060363,5024,4195,186455,834.992,1040.462,ADAPTIVE,4
1782469060446,watermark-ADAPTIVE,0,1782469055431,1782469060446,5015,4757,192032,948.554,1071.081,ADAPTIVE,4
1782469060613,watermark-ADAPTIVE,3,1782469055567,1782469060613,5046,5103,193917,1011.296,1080.872,ADAPTIVE,4
1782469062378,watermark-ADAPTIVE,1,1782469056762,1782469062378,5616,4900,190327,872.507,1050.399,ADAPTIVE,4
1782469065364,watermark-ADAPTIVE,2,1782469060363,1782469065364,5001,5503,191958,1100.380,1042.089,ADAPTIVE,4
1782469066733,watermark-ADAPTIVE,0,1782469060446,1782469066733,6287,5345,197377,850.167,1063.597,ADAPTIVE,4
1782469066828,watermark-ADAPTIVE,3,1782469060613,1782469066828,6215,5094,199011,819.630,1072.125,ADAPTIVE,4
1782469067383,watermark-ADAPTIVE,1,1782469062378,1782469067383,5005,5540,195867,1106.893,1051.917,ADAPTIVE,4
1782469071282,watermark-ADAPTIVE,2,1782469065364,1782469071282,5918,3573,195531,603.751,1028.445,ADAPTIVE,4
1782469071759,watermark-ADAPTIVE,0,1782469066733,1782469071759,5026,5081,202458,1010.943,1062.208,ADAPTIVE,4
1782469071836,watermark-ADAPTIVE,3,1782469066828,1782469071836,5008,5497,204508,1097.644,1072.795,ADAPTIVE,4
1782469072483,watermark-ADAPTIVE,1,1782469067383,1782469072483,5100,5185,201052,1016.667,1050.978,ADAPTIVE,4
1782469076282,watermark-ADAPTIVE,2,1782469071282,1782469076282,5000,4672,200203,934.400,1026.035,ADAPTIVE,4
1782469076837,watermark-ADAPTIVE,3,1782469071836,1782469076837,5001,5451,209959,1089.982,1073.234,ADAPTIVE,4
1782469076899,watermark-ADAPTIVE,0,1782469071759,1782469076899,5140,5853,208311,1138.716,1064.218,ADAPTIVE,4
1782469077494,watermark-ADAPTIVE,1,1782469072483,1782469077494,5011,5097,206149,1017.162,1050.114,ADAPTIVE,4
1782469081461,watermark-ADAPTIVE,2,1782469076282,1782469081461,5179,6281,206484,1212.782,1030.863,ADAPTIVE,4
1782469081837,watermark-ADAPTIVE,3,1782469076837,1782469081837,5000,5577,215536,1115.400,1074.285,ADAPTIVE,4
1782469081908,watermark-ADAPTIVE,0,1782469076899,1782469081908,5009,6180,214491,1233.779,1068.448,ADAPTIVE,4
1782469082494,watermark-ADAPTIVE,1,1782469077494,1782469082494,5000,5642,211791,1128.400,1052.059,ADAPTIVE,4
1782469086461,watermark-ADAPTIVE,2,1782469081461,1782469086461,5000,6845,213329,1369.000,1039.098,ADAPTIVE,4
1782469086892,watermark-ADAPTIVE,3,1782469081837,1782469086892,5055,5291,220827,1046.686,1073.607,ADAPTIVE,4
1782469087034,watermark-ADAPTIVE,0,1782469081908,1782469087034,5126,4326,218817,843.933,1062.858,ADAPTIVE,4
1782469087642,watermark-ADAPTIVE,1,1782469082494,1782469087642,5148,5300,217091,1029.526,1051.497,ADAPTIVE,4
1782469091505,watermark-ADAPTIVE,2,1782469086461,1782469091505,5044,6108,219437,1210.944,1043.219,ADAPTIVE,4
1782469091978,watermark-ADAPTIVE,3,1782469086892,1782469091978,5086,4400,225227,865.120,1068.576,ADAPTIVE,4
1782469092040,watermark-ADAPTIVE,0,1782469087034,1782469092040,5006,4764,223581,951.658,1060.219,ADAPTIVE,4
1782469093237,watermark-ADAPTIVE,1,1782469087642,1782469093237,5595,5130,222221,916.890,1047.945,ADAPTIVE,4
1782469096659,watermark-ADAPTIVE,2,1782469091505,1782469096659,5154,6336,225773,1229.336,1047.671,ADAPTIVE,4
1782469097048,watermark-ADAPTIVE,0,1782469092040,1782469097048,5008,4914,228495,981.230,1058.386,ADAPTIVE,4
1782469097804,watermark-ADAPTIVE,3,1782469091978,1782469097804,5826,4956,230183,850.669,1062.715,ADAPTIVE,4
1782469098252,watermark-ADAPTIVE,1,1782469093237,1782469098252,5015,5280,227501,1052.841,1048.058,ADAPTIVE,4
1782469101778,watermark-ADAPTIVE,2,1782469096659,1782469101778,5119,4430,230203,865.403,1043.441,ADAPTIVE,4
1782469102077,watermark-ADAPTIVE,0,1782469097048,1782469102077,5029,4928,233423,979.916,1056.600,ADAPTIVE,4
1782469102804,watermark-ADAPTIVE,3,1782469097804,1782469102804,5000,5362,235545,1072.400,1062.933,ADAPTIVE,4
1782469103313,watermark-ADAPTIVE,1,1782469098252,1782469103313,5061,5542,233043,1095.041,1049.129,ADAPTIVE,4
1782469106780,watermark-ADAPTIVE,2,1782469101778,1782469106780,5002,4658,234861,931.228,1040.954,ADAPTIVE,4
1782469107095,watermark-ADAPTIVE,0,1782469102077,1782469107095,5018,5883,239306,1172.379,1059.171,ADAPTIVE,4
1782469107835,watermark-ADAPTIVE,3,1782469102804,1782469107835,5031,5122,240667,1018.088,1061.938,ADAPTIVE,4
1782469108313,watermark-ADAPTIVE,1,1782469103313,1782469108313,5000,5617,238660,1123.400,1050.764,ADAPTIVE,4
1782469111784,watermark-ADAPTIVE,2,1782469106780,1782469111784,5004,7148,242009,1428.457,1049.362,ADAPTIVE,4
1782469112095,watermark-ADAPTIVE,0,1782469107095,1782469112095,5000,4963,244269,992.600,1057.730,ADAPTIVE,4
1782469112836,watermark-ADAPTIVE,3,1782469107835,1782469112836,5001,5743,246410,1148.370,1063.804,ADAPTIVE,4
1782469113481,watermark-ADAPTIVE,1,1782469108313,1782469113481,5168,5320,243980,1029.412,1050.289,ADAPTIVE,4
1782469116787,watermark-ADAPTIVE,2,1782469111784,1782469116787,5003,5347,247356,1068.759,1049.773,ADAPTIVE,4
1782469117120,watermark-ADAPTIVE,0,1782469112095,1782469117120,5025,4974,249243,989.851,1056.284,ADAPTIVE,4
1782469117967,watermark-ADAPTIVE,3,1782469112836,1782469117967,5131,6181,252591,1204.638,1066.856,ADAPTIVE,4
1782469118657,watermark-ADAPTIVE,1,1782469113481,1782469118657,5176,4778,248758,923.107,1047.517,ADAPTIVE,4
1782469121809,watermark-ADAPTIVE,2,1782469116787,1782469121809,5022,5684,253040,1131.820,1051.486,ADAPTIVE,4
1782469122120,watermark-ADAPTIVE,0,1782469117120,1782469122120,5000,5277,254520,1055.400,1056.266,ADAPTIVE,4
1782469124063,watermark-ADAPTIVE,3,1782469117967,1782469124063,6096,5604,258195,919.291,1063.152,ADAPTIVE,4
1782469124100,watermark-ADAPTIVE,1,1782469118657,1782469124100,5443,5397,254155,991.549,1046.263,ADAPTIVE,4
